NAME,MASS,PER
,mjupiter,day
HD 37605 b,2.80174,55.01307
WASP-44 b,0.889836,2.4238039
Kepler-260 c,0.0128437,76.050178
Kepler-602 b,0.0154788,15.28469497
Kepler-286 c,0.00871939,3.468095
Kepler-1023 b,0.0213319,62.1387714
Kepler-1362 b,0.0208973,136.205626
Kepler-708 b,0.0256089,3.16789194
CoRoT-12 b,0.91918,2.828042
CoRoT-1 b,1.02979,1.5089557
HD 125612 c,0.0580667,4.15474
Kepler-1202 b,0.0257931,28.6851324
Kepler-753 b,0.014034,5.74772501
Kepler-267 b,0.0146122,3.353728
Kepler-112 c,0.0185304,28.574263
Kepler-1134 b,0.0214793,17.13263989
GJ 581 b,0.0499019,5.36865
HD 75784 b,5.6,5040
Kepler-622 b,0.0158698,14.28226676
Kepler-173 b,0.00711292,4.263742
HD 102117 b,0.169756,20.8133
Kepler-446 c,0.00452953,3.036179
Kepler-301 c,0.00829825,5.419026
Kepler-1114 b,0.00819664,14.97435694
Kepler-1154 b,0.017919,5.1856142
Kepler-1059 b,0.0127496,3.76419105
HD 189733 b,1.1436,2.21857567
HD 108863 b,2.76572,443.4
Kepler-582 b,0.0418568,18.49235668
Kepler-629 b,0.00890695,7.2385854
HD 10442 b,2.1,1043
Kepler-404 b,0.00674351,11.829851
Kepler-285 c,0.00436179,6.186676
Kepler-174 c,0.0115291,44.000529
Kepler-286 b,0.00621274,1.796302
Kepler-1213 b,0.0053608,5.34982412
Kepler-867 b,0.0711111,150.242127
Kepler-206 d,0.00538981,23.44281
Kepler-209 c,0.0286557,41.749882
Kepler-1438 b,0.00235177,2.31942009
HD 1502 b,2.9072,431.8
HD 142022 b,4.46762,1928
GJ 3293 c,0.081,123.75
Kepler-1061 b,0.014644,2.75798267
Kepler-134 c,0.00656354,10.105785
Kepler-126 b,0.0123086,10.495711
Kepler-329 c,0.0142208,18.684737
Kepler-766 b,0.0345375,6.10027804
Kepler-131 b,0.0526382,16.092
WASP-72 b,1.40771,2.216726
Kepler-887 b,0.0135358,20.42228798
Kepler-819 b,0.0230257,33.1995648
HD 212771 b,2.70016,373.3
WASP-47 d,0.0405776,9.03081
Kepler-135 b,0.0133325,6.00253
HD 134987 b,1.56347,258.18
Kepler-441 b,0.0121773,207.2482
Kepler-149 b,0.0581875,29.198943
Kepler-1228 b,0.0115145,0.57736958
Kepler-289 c,1,125.866438
Kepler-956 b,0.0269309,5.24867263
HD 187123 c,1.9422,3805.6705
HD 101930 b,0.299187,70.459999
Kepler-46 c,0.376,57.011
Kepler-1281 b,0.0121546,3.11602791
Kepler-1640 b,0.0768885,7.5844126
Kepler-174 d,0.0164167,247.35373
Kepler-253 d,0.0299917,18.119869
Kepler-914 b,0.00890695,4.40966548
HD 131664 b,18.3282,1951
HIP 57050 b,0.297735,41.397
GJ 687 b,0.058,38.14
Kepler-9 d,0.0121773,1.592851
Kepler-49 b,0.0224607,7.2037945
WASP-73 b,1.88059,4.08722
Kepler-1467 b,0.0325593,47.0569043
Kepler-643 b,0.498041,16.33889626
WASP-67 b,0.41931,4.61442
HD 147018 c,6.59355,1008
Kepler-1055 b,0.00609283,2.29503623
Kepler-1254 b,0.0115843,9.99113313
Kepler-1329 b,0.0162741,9.33646594
Kepler-531 b,0.0233514,29.88485741
Kepler-1261 b,0.017125,48.4308991
Kepler-32 b,0.0165128,5.90124
Kepler-1521 b,0.01966,47.14840805
HD 92788 b,3.56392,325.81
Kepler-83 c,0.0181548,20.09
Kepler-694 b,0.0236826,6.36584161
CoRoT-26 b,0.479479,4.20474
HAT-P-12 b,0.210804,3.2130598
Kepler-178 c,0.0248763,20.552802
Kepler-994 b,0.0119381,1.15116651
Kepler-603 c,0.115338,127.9075774
Kepler-82 d,0.0130508,2.382961
Kepler-1417 b,0.00289089,20.3505213
HD 114613 b,0.506039,3827
Kepler-130 d,0.0121773,87.517905
HD 154857 b,2.24797,408.6
Kepler-106 e,0.0203863,43.8445
Kepler-355 b,0.0107805,11.03189
Kepler-220 c,0.0117295,9.034199
Kepler-243 b,0.0190864,5.715442
Kepler-712 b,0.0350514,21.02247699
Kepler-297 b,0.0247188,38.871826
Kepler-220 b,0.00137963,4.159807
Kepler-483 b,0.0307009,30.229104
Kepler-245 c,0.0163243,17.460812
Kepler-25 c,0.0899033,12.7204
Kepler-1435 b,0.00172655,4.45343281
Kepler-1405 b,0.0503054,28.2274184
HD 163607 b,0.768857,75.29
Kepler-1254 c,0.00730709,3.60084276
Kepler-1397 b,0.0126737,47.449955
HATS-2 b,1.34915,1.354133
HD 19994 b,1.32681,466.2
Kepler-619 b,0.029815,5.4042722
WASP-29 b,0.242991,3.922727
OGLE-TR-182 b,1.0245,3.9791
Kepler-1289 b,0.0124263,7.99019627
Kepler-1576 b,0.00338324,6.98471973
HD 85512 b,0.0113953,58.43
HD 106252 b,6.95913,1531
Kepler-222 d,0.0422294,28.081912
Kepler-1304 b,0.0173469,16.1288853
Kepler-1546 b,0.0291691,19.5974971
Kepler-394 b,0.0119197,8.005013
Kepler-1250 b,0.0141192,2.60754383
18 Del b,10.298,993.3
Kepler-218 b,0.0112762,3.619337
Kepler-54 c,0.00602351,12.0717249
Kepler-33 b,0.0128331,5.66793
Kepler-1437 b,0.00866602,10.9295461
Kepler-391 b,0.0305853,7.416755
Kepler-618 b,0.0208973,3.59576964
Kepler-55 e,0.011604,4.617534
Kepler-34 b,0.220004,288.822
Kepler-255 d,0.00774372,1.04562266
Kepler-1085 b,0.154219,219.3217528
Kepler-383 b,0.00769114,12.904532
Kepler-444 f,0.00108547,9.740486
HD 171028 b,1.98809,550
Kepler-336 b,0.00313003,2.024823
WASP-1 b,0.918,2.5199449
XO-5 b,1.15251,4.1877537
HAT-P-3 b,0.595712,2.899703
Kepler-1175 b,0.0267373,37.94563
Kepler-1421 b,0.00225358,6.9131112
Kepler-1626 b,0.0149156,4.13962966
Kepler-252 c,0.0160511,10.848463
Kepler-718 b,1,2.0523499
Kepler-247 b,0.0121773,3.33616
Kepler-251 e,0.0232079,99.640161
Kepler-1583 b,0.000499273,9.32807355
Kepler-282 b,0.00302153,9.220524
Kepler-354 c,0.00749504,16.934402
Kepler-1529 b,0.0155754,5.33905686
Kepler-1446 b,0.00142986,0.68996783
upsilon And d,4.11582,1278.1218
Kepler-1098 b,0.00730709,2.54307286
Kepler-102 b,0,5.28696
